0,1,975.20,759.38,106.58,184.74,0.92,-1,-1,-1
0,2,494.26,739.84,117.24,187.40,0.92,-1,-1,-1
0,3,189.51,614.61,91.37,137.66,0.91,-1,-1,-1
0,4,1159.05,656.79,88.82,141.22,0.91,-1,-1,-1
0,5,1412.17,767.37,83.49,192.73,0.89,-1,-1,-1
0,6,248.91,782.91,98.14,188.73,0.89,-1,-1,-1
0,7,1473.45,664.79,67.50,174.97,0.87,-1,-1,-1
0,8,597.29,624.82,63.06,128.78,0.85,-1,-1,-1
0,9,327.29,740.28,71.50,187.85,0.85,-1,-1,-1
0,10,550.21,570.20,44.41,92.37,0.85,-1,-1,-1
0,11,1167.04,471.17,33.75,93.26,0.84,-1,-1,-1
0,12,908.14,476.94,35.97,81.71,0.84,-1,-1,-1
0,13,377.69,569.31,59.06,95.92,0.84,-1,-1,-1
0,14,891.71,746.05,97.70,262.89,0.84,-1,-1,-1
0,15,753.16,544.00,39.97,103.03,0.83,-1,-1,-1
0,16,1385.53,568.42,46.18,92.37,0.83,-1,-1,-1
0,17,1850.92,500.92,35.53,106.58,0.83,-1,-1,-1
0,18,1354.44,396.56,28.42,69.28,0.82,-1,-1,-1
0,19,1393.52,466.73,31.97,90.59,0.82,-1,-1,-1
0,20,1418.39,574.19,47.96,87.93,0.81,-1,-1,-1
0,21,1261.18,572.42,47.96,90.59,0.81,-1,-1,-1
0,22,453.40,567.98,49.74,99.47,0.81,-1,-1,-1
0,23,1486.78,569.31,49.74,95.92,0.81,-1,-1,-1
0,24,1001.84,525.79,33.75,85.26,0.81,-1,-1,-1
0,25,782.47,686.99,88.82,172.30,0.80,-1,-1,-1
0,26,1016.05,445.41,26.64,72.83,0.80,-1,-1,-1
0,27,1453.03,575.97,44.41,85.26,0.80,-1,-1,-1
0,28,491.60,582.63,53.29,82.60,0.80,-1,-1,-1
0,29,812.22,567.53,37.30,86.15,0.80,-1,-1,-1
0,30,855.74,562.20,39.97,87.93,0.80,-1,-1,-1
0,31,1221.22,456.51,31.97,80.82,0.80,-1,-1,-1
0,32,1331.35,567.09,40.86,91.48,0.80,-1,-1,-1
0,33,1358.88,574.64,39.08,81.71,0.80,-1,-1,-1
0,34,682.55,517.35,37.30,86.15,0.79,-1,-1,-1
0,35,896.60,458.29,35.08,75.49,0.79,-1,-1,-1
0,36,604.39,522.24,34.64,85.26,0.79,-1,-1,-1
0,37,659.46,520.46,31.09,79.05,0.79,-1,-1,-1
0,38,962.76,524.90,33.75,85.26,0.79,-1,-1,-1
0,39,423.65,566.20,47.52,98.59,0.79,-1,-1,-1
0,40,828.21,429.42,26.64,66.61,0.79,-1,-1,-1
0,41,1215.89,571.09,42.63,84.38,0.79,-1,-1,-1
0,42,1288.72,528.45,30.20,78.16,0.78,-1,-1,-1
0,43,607.06,575.53,46.18,86.15,0.78,-1,-1,-1
0,44,1341.12,525.79,37.30,78.16,0.78,-1,-1,-1
0,45,632.81,522.24,31.97,81.71,0.77,-1,-1,-1
0,46,979.64,435.42,30.20,78.82,0.77,-1,-1,-1
0,47,859.74,525.35,32.86,74.61,0.77,-1,-1,-1
0,48,1049.80,523.57,37.30,82.60,0.76,-1,-1,-1
0,49,836.64,532.89,31.97,77.27,0.76,-1,-1,-1
0,50,171.53,469.39,45.30,70.16,0.76,-1,-1,-1
0,51,73.00,492.04,59.78,61.28,0.76,-1,-1,-1
0,52,687.88,568.42,44.41,95.92,0.76,-1,-1,-1
0,53,1233.65,438.75,30.20,78.16,0.76,-1,-1,-1
0,54,644.36,570.64,43.52,92.37,0.75,-1,-1,-1
0,55,731.84,514.69,36.41,81.71,0.75,-1,-1,-1
0,56,1267.40,526.68,30.20,71.94,0.74,-1,-1,-1
0,57,932.57,524.90,30.20,75.49,0.73,-1,-1,-1
0,58,1296.71,574.64,47.96,83.49,0.73,-1,-1,-1
0,59,15.71,496.48,57.84,65.72,0.73,-1,-1,-1
0,60,977.86,692.76,46.18,135.89,0.73,-1,-1,-1
0,61,551.10,418.32,25.76,67.94,0.72,-1,-1,-1
0,62,1007.17,571.97,42.63,89.70,0.69,-1,-1,-1
0,63,929.01,571.97,51.51,147.43,0.68,-1,-1,-1
0,64,1062.24,422.10,28.42,47.74,0.67,-1,-1,-1
0,65,1415.72,444.75,35.53,80.60,0.67,-1,-1,-1
0,66,750.49,464.06,38.19,70.16,0.67,-1,-1,-1
0,67,720.74,547.99,47.96,113.68,0.65,-1,-1,-1
0,68,923.68,571.97,44.41,135.89,0.62,-1,-1,-1
0,69,922.80,570.64,35.53,98.59,0.61,-1,-1,-1
0,70,485.82,410.33,23.09,55.51,0.60,-1,-1,-1
1,1,974.54,759.76,106.36,184.35,0.92,-1,-1,-1
1,2,494.87,739.84,116.78,186.63,0.92,-1,-1,-1
1,3,189.27,614.61,91.36,137.66,0.91,-1,-1,-1
1,4,1159.05,656.79,88.82,141.22,0.91,-1,-1,-1
1,5,1412.78,766.60,83.81,193.50,0.90,-1,-1,-1
1,6,249.68,782.91,97.36,187.19,0.88,-1,-1,-1
1,7,1472.81,665.17,67.24,174.20,0.87,-1,-1,-1
1,8,599.43,625.20,63.39,129.55,0.86,-1,-1,-1
1,9,329.15,739.12,70.47,185.15,0.83,-1,-1,-1
1,10,550.21,570.20,44.41,92.37,0.84,-1,-1,-1
1,11,1167.04,471.17,33.75,93.26,0.84,-1,-1,-1
1,12,908.52,476.94,35.99,81.71,0.84,-1,-1,-1
1,13,377.88,569.31,59.06,95.92,0.84,-1,-1,-1
1,14,891.69,746.05,97.73,262.89,0.84,-1,-1,-1
1,15,752.77,544.00,39.97,103.03,0.83,-1,-1,-1
1,16,1386.30,568.42,46.18,92.37,0.83,-1,-1,-1
1,17,1850.92,501.31,35.53,106.58,0.83,-1,-1,-1
1,18,1355.33,397.14,28.19,68.70,0.82,-1,-1,-1
1,19,1393.52,467.11,31.97,90.59,0.81,-1,-1,-1
1,20,1417.60,574.19,48.00,87.93,0.82,-1,-1,-1
1,21,1261.18,572.03,47.96,90.59,0.81,-1,-1,-1
1,22,453.78,568.36,49.75,99.47,0.81,-1,-1,-1
1,23,1486.78,569.31,49.74,95.92,0.81,-1,-1,-1
1,24,1001.68,525.40,34.08,86.03,0.80,-1,-1,-1
1,25,780.75,687.76,89.17,173.07,0.84,-1,-1,-1
1,26,1015.14,445.03,26.92,73.60,0.79,-1,-1,-1
1,27,1453.03,575.97,44.41,85.26,0.80,-1,-1,-1
1,28,491.35,582.25,53.78,83.37,0.80,-1,-1,-1
1,29,812.38,567.92,36.98,85.38,0.80,-1,-1,-1
1,30,855.91,562.20,39.62,87.16,0.80,-1,-1,-1
1,31,1221.35,456.90,31.71,80.05,0.80,-1,-1,-1
1,32,1331.52,567.47,40.52,90.71,0.80,-1,-1,-1
1,33,1358.88,574.64,39.08,81.71,0.80,-1,-1,-1
1,34,682.16,517.74,37.30,86.15,0.79,-1,-1,-1
1,35,895.63,458.67,35.09,75.49,0.79,-1,-1,-1
1,36,604.54,522.24,34.33,84.49,0.79,-1,-1,-1
1,37,658.92,520.08,31.38,79.82,0.79,-1,-1,-1
