0,1,493.43,741.15,118.80,184.95,0.93,-1,-1,-1
0,2,190.18,615.60,89.44,135.67,0.92,-1,-1,-1
0,3,244.35,783.00,105.98,187.65,0.92,-1,-1,-1
0,4,976.73,760.05,103.95,183.60,0.92,-1,-1,-1
0,5,597.38,623.36,75.60,131.96,0.91,-1,-1,-1
0,6,1165.05,655.76,83.70,146.14,0.91,-1,-1,-1
0,7,324.84,741.15,74.76,187.65,0.91,-1,-1,-1
0,8,1413.45,766.80,86.40,191.70,0.91,-1,-1,-1
0,9,894.38,745.88,95.85,265.95,0.89,-1,-1,-1
0,10,1474.20,665.21,67.50,171.79,0.89,-1,-1,-1
0,11,606.15,573.41,47.92,93.15,0.88,-1,-1,-1
0,12,553.84,568.35,36.45,98.55,0.88,-1,-1,-1
0,13,1260.90,572.74,47.25,92.47,0.88,-1,-1,-1
0,14,423.23,568.01,43.88,97.88,0.87,-1,-1,-1
0,15,1395.90,468.45,29.70,90.45,0.87,-1,-1,-1
0,16,769.50,671.29,106.65,205.54,0.87,-1,-1,-1
0,17,494.10,579.83,41.85,85.73,0.87,-1,-1,-1
0,18,1167.08,472.84,33.75,95.17,0.87,-1,-1,-1
0,19,388.80,569.70,46.57,97.88,0.87,-1,-1,-1
0,20,1455.30,575.10,48.60,89.77,0.86,-1,-1,-1
0,21,459.00,568.69,40.50,97.88,0.86,-1,-1,-1
0,22,1387.80,566.66,45.90,94.50,0.86,-1,-1,-1
0,23,910.58,477.23,33.75,80.32,0.86,-1,-1,-1
0,24,755.33,544.39,37.80,101.25,0.85,-1,-1,-1
0,25,1487.70,569.03,59.40,95.85,0.85,-1,-1,-1
0,26,1333.80,567.00,37.80,94.50,0.85,-1,-1,-1
0,27,1424.25,573.08,43.20,91.12,0.84,-1,-1,-1
0,28,810.00,568.35,40.50,80.33,0.84,-1,-1,-1
0,29,1853.55,502.88,32.40,107.32,0.84,-1,-1,-1
0,30,1015.88,445.50,27.00,71.55,0.84,-1,-1,-1
0,31,1218.38,569.03,40.50,90.45,0.84,-1,-1,-1
0,32,1223.10,455.96,27.00,81.00,0.84,-1,-1,-1
0,33,1235.93,439.43,27.00,75.60,0.83,-1,-1,-1
0,34,1360.80,571.05,40.50,89.77,0.83,-1,-1,-1
0,35,1420.20,445.84,29.70,72.90,0.83,-1,-1,-1
0,36,928.12,578.81,49.95,131.96,0.83,-1,-1,-1
0,37,1356.75,395.55,25.65,69.52,0.83,-1,-1,-1
0,38,734.40,520.76,36.45,73.58,0.83,-1,-1,-1
0,39,961.20,525.15,37.80,73.58,0.82,-1,-1,-1
0,40,690.86,565.65,41.51,99.90,0.82,-1,-1,-1
0,41,949.05,355.39,28.35,73.58,0.82,-1,-1,-1
0,42,969.30,652.39,54.00,133.31,0.82,-1,-1,-1
0,43,984.83,437.74,25.65,74.93,0.81,-1,-1,-1
0,44,649.01,570.04,41.17,92.47,0.81,-1,-1,-1
0,45,1340.55,525.15,37.80,71.55,0.81,-1,-1,-1
0,46,829.58,430.31,25.65,66.15,0.80,-1,-1,-1
0,47,1757.70,473.51,32.40,89.10,0.80,-1,-1,-1
0,48,855.90,562.61,36.45,81.00,0.80,-1,-1,-1
0,49,553.16,416.81,26.33,70.88,0.80,-1,-1,-1
0,50,658.12,521.10,33.75,70.20,0.80,-1,-1,-1
0,51,1767.15,424.91,29.70,72.23,0.80,-1,-1,-1
0,52,77.54,491.06,57.71,61.42,0.79,-1,-1,-1
